Time,Roll_angle,Acc_low_X,Acc_low_Y,Acc_low_Z,Gyro_low_X,Gyro_low_Y,Gyro_low_Z,Acc_Roll,Gyro_Roll,Kalman_Roll
0,0.0,0.008135795593261719,0.004061222076416016,1.0112457275390625,1.4737305641174316,-0.31384801864624023,-2.906358480453491,0.2300945222377777,6.500625133514404,0.2904304563999176
5,0.0,0.010821342468261719,0.00015497207641601562,1.0058746337890625,1.1836543083190918,-0.14590883255004883,-2.7231523990631104,0.008826876990497112,6.5065436363220215,0.15327298641204834
10,0.0,0.010333061218261719,-0.0017981529235839844,1.0041656494140625,1.3668608665466309,-0.23751211166381836,-2.524679183959961,-0.10259363800287247,6.513378143310547,0.07280350476503372
15,0.0,0.010088920593261719,-8.916854858398438e-05,1.0048980712890625,1.7485404014587402,-0.1917104721069336,-3.1048316955566406,-0.00508382311090827,6.522120952606201,0.05993110314011574
20,0.0,0.008379936218261719,-0.003995418548583984,1.0073394775390625,1.2599902153015137,0.06783151626586914,-2.63154935836792,-0.22724364697933197,6.528420925140381,0.0076032341457903385
25,0.0,0.006670951843261719,0.0016198158264160156,1.0053863525390625,1.5348000526428223,-0.3291149139404297,-2.8300225734710693,0.09230927377939224,6.536095142364502,0.028110748156905174
30,0.0,0.010821342468261719,0.0030846595764160156,1.0100250244140625,1.3973946571350098,-0.08484029769897461,-2.9216256141662598,0.17497317492961884,6.543082237243652,0.055086638778448105
35,0.0,0.009112358093261719,0.0006432533264160156,1.0139312744140625,1.076784610748291,-0.17644309997558594,-2.8605570793151855,0.03634783625602722,6.548466205596924,0.057451892644166946
40,0.0,0.006915092468261719,0.0023522377014160156,1.0124664306640625,1.687471866607666,-0.06957292556762695,-2.814755439758301,0.13311049342155457,6.55690336227417,0.07337262481451035
45,0.0,0.007159233093261719,-8.916854858398438e-05,1.0095367431640625,1.8096089363098145,-0.16117620468139648,-3.0132288932800293,-0.005060591269284487,6.565951347351074,0.07364805787801743
50,0.0,0.010088920593261719,-0.0003333091735839844,1.0156402587890625,1.030982494354248,0.052564144134521484,-2.8910913467407227,-0.01880219578742981,6.571106433868408,0.06989654153585434
55,0.0,0.008379936218261719,-0.004727840423583984,1.0053863525390625,1.2294564247131348,-0.13064193725585938,-2.875824213027954,-0.2694226801395416,6.577253818511963,0.047117773443460464
60,0.0,0.009356498718261719,0.0013756752014160156,0.9997711181640625,1.321058750152588,-0.20697784423828125,-2.7231523990631104,0.07883492857217789,6.583858966827393,0.05566607043147087
65,0.0,0.009600639343261719,-0.0020422935485839844,1.0092926025390625,1.1378531455993652,0.03729724884033203,-2.4636104106903076,-0.11593203991651535,6.589548110961914,0.0486028753221035
70,0.0,0.010333061218261719,-0.0035071372985839844,1.0078277587890625,1.504265308380127,-0.023771286010742188,-2.6773509979248047,-0.19937215745449066,6.597069263458252,0.038949932903051376
75,0.0,0.004473686218261719,0.004061222076416016,1.0080718994140625,1.4889979362487793,0.12890005111694336,-2.662083625793457,0.23082414269447327,6.604514122009277,0.05803268402814865
80,0.0,0.008379936218261719,-0.0025305747985839844,1.0053863525390625,1.504265308380127,-0.10010719299316406,-2.524679183959961,-0.1442091464996338,6.612035274505615,0.053078752011060715
85,0.0,0.009844779968261719,-0.0010657310485839844,1.0083160400390625,1.4431967735290527,-0.14590883255004883,-2.8910913467407227,-0.06055537611246109,6.619251251220703,0.05349663272500038
90,0.0,0.005450248718261719,0.0003991127014160156,1.0095367431640625,1.2752575874328613,-0.039038658142089844,-2.6773509979248047,0.022651121020317078,6.625627517700195,0.05788620561361313
95,0.0,0.011065483093261719,0.0003991127014160156,1.0051422119140625,1.10731840133667,-0.008504390716552734,-2.5704805850982666,0.022749105468392372,6.631164073944092,0.06135699525475502
100,0.0,0.006670951843261719,0.0030846595764160156,1.0100250244140625,1.7943415641784668,0.09836578369140625,-2.662083625793457,0.17497940361499786,6.640135765075684,0.07539951056241989
105,0.0,0.012774467468261719,0.004305362701416016,1.0029449462890625,1.427929401397705,-0.008504390716552734,-2.34147310256958,0.24593332409858704,6.647275447845459,0.09011010825634003
110,0.0,0.008379936218261719,0.0025963783264160156,1.0100250244140625,1.153120517730713,-0.10010719299316406,-2.63154935836792,0.14727959036827087,6.653040885925293,0.09815827012062073
115,0.0,0.010821342468261719,0.0003991127014160156,1.0080718994140625,1.687471866607666,-0.10010719299316406,-2.6926181316375732,0.02268305979669094,6.661478042602539,0.10301779210567474
120,0.0,0.007647514343261719,0.006990909576416016,1.0110015869140625,1.3668608665466309,-0.3291149139404297,-2.7994883060455322,0.39617323875427246,6.6683125495910645,0.12159576267004013
125,0.0,0.011065483093261719,0.0025963783264160156,1.0136871337890625,1.3057923316955566,-0.1917104721069336,-3.1506333351135254,0.14674383401870728,6.674841403961182,0.12886059284210205
130,0.0,0.010088920593261719,0.0008873939514160156,1.0129547119140625,1.5500664710998535,-0.2833132743835449,-2.814755439758301,0.050191182643175125,6.682591915130615,0.13331474363803864
135,0.0,0.007647514343261719,0.0023522377014160156,1.0092926025390625,1.5500664710998535,0.052564144134521484,-3.0742974281311035,0.13352835178375244,6.690342426300049,0.1407872438430786
140,0.0,0.011065483093261719,0.0033288002014160156,1.0041656494140625,1.153120517730713,-0.3901839256286621,-3.272770881652832,0.1899227797985077,6.696107864379883,0.1481000781059265
145,0.0,0.006915092468261719,0.0016198158264160156,1.0063629150390625,1.4431967735290527,-0.20697784423828125,-2.7842211723327637,0.09221955388784409,6.703323841094971,0.15313482284545898
150,0.0,0.010333061218261719,0.0038170814514160156,1.0044097900390625,1.7027382850646973,-0.23751211166381836,-3.0437631607055664,0.21772989630699158,6.7118377685546875,0.1635293811559677
155,0.0,0.009844779968261719,0.0006432533264160156,1.0144195556640625,1.3057923316955566,-0.5123209953308105,-2.7842211723327637,0.036330096423625946,6.718366622924805,0.16570232808589935
160,0.0,0.012042045593261719,-0.0010657310485839844,1.0112457275390625,1.321058750152588,-0.17644309997558594,-2.6773509979248047,-0.0603785403072834,6.724971771240234,0.16493843495845795
165,0.0,0.005694389343261719,0.0021080970764160156,1.0127105712890625,1.3821282386779785,-0.16117620468139648,-2.906358480453491,0.11926703155040741,6.731882572174072,0.17022837698459625
170,0.0,0.009600639343261719,-0.0003333091735839844,1.0107574462890625,1.2599902153015137,-0.3596491813659668,-2.845289707183838,-0.018893105909228325,6.738182544708252,0.1706608086824417
175,0.0,0.009844779968261719,-0.0020422935485839844,1.0090484619140625,1.3668608665466309,0.006762981414794922,-2.4941446781158447,-0.11595981568098068,6.745017051696777,0.1689043939113617
180,0.0,0.009600639343261719,0.0006432533264160156,1.0048980712890625,1.5806012153625488,0.09836578369140625,-2.8300225734710693,0.0366743803024292,6.752920150756836,0.17280428111553192
185,0.0,0.013018608093261719,-0.0017981529235839844,1.0112457275390625,1.5195326805114746,0.03729724884033203,-2.63154935836792,-0.10187230259180069,6.760517597198486,0.172527015209198
190,0.0,0.009112358093261719,-0.0005774497985839844,1.0144195556640625,1.4431967735290527,-0.14590883255004883,-2.6773509979248047,-0.03261382132768631,6.767733573913574,0.1739528477191925
195,0.0,0.009112358093261719,0.0025963783264160156,1.0080718994140625,1.4889979362487793,-0.3291149139404297,-2.662083625793457,0.14756399393081665,6.7751784324646,0.18049557507038116
200,0.0,0.005938529968261719,0.0023522377014160156,0.9973297119140625,1.504265308380127,-0.008504390716552734,-2.5704805850982666,0.13513149321079254,6.7826995849609375,0.1866365671157837
205,0.0,0.005450248718261719,-0.004971981048583984,1.0090484619140625,1.5348000526428223,-0.2833132743835449,-2.6468164920806885,-0.2823125720024109,6.790373802185059,0.18212702870368958
210,0.0,0.004229545593261719,0.0021080970764160156,1.0070953369140625,1.7027382850646973,-0.2833132743835449,-2.768954038619995,0.1199328601360321,6.798887729644775,0.1888694316148758
215,0.0,0.013018608093261719,-0.003995418548583984,1.0056304931640625,1.4431967735290527,-0.2985806465148926,-2.768954038619995,-0.22761863470077515,6.806103706359863,0.18567736446857452
220,0.0,0.008379936218261719,0.00015497207641601562,1.0112457275390625,1.427929401397705,-0.5428552627563477,-2.7842211723327637,0.008780200965702534,6.813243389129639,0.18838146328926086
225,0.0,0.009844779968261719,-0.0010657310485839844,1.0175933837890625,1.2752575874328613,-0.10010719299316406,-2.7231523990631104,-0.06000334769487381,6.819619655609131,0.18873001635074615
230,0.0,0.010821342468261719,0.0016198158264160156,1.0029449462890625,1.5500664710998535,-0.1917104721069336,-2.4636104106903076,0.09253063052892685,6.8273701667785645,0.19406460225582123
235,0.0,0.003985404968261719,-0.0003333091735839844,1.0024566650390625,1.901212215423584,-0.2985806465148926,-2.601015090942383,-0.01905025728046894,6.836876392364502,0.19848641753196716
240,0.0,0.008379936218261719,0.0025963783264160156,1.0080718994140625,1.427929401397705,-0.37491655349731445,-2.4941446781158447,0.14756491780281067,6.844016075134277,0.20432233810424805
245,0.0,0.007647514343261719,0.0018639564514160156,1.0168609619140625,1.5348000526428223,-0.13064193725585938,-2.448343276977539,0.10502290725708008,6.851690292358398,0.20963351428508759
250,0.0,0.013262748718261719,0.0023522377014160156,1.0092926025390625,1.3973946571350098,-0.2985806465148926,-2.9674272537231445,0.13352066278457642,6.858677387237549,0.21481414139270782
255,0.0,0.013262748718261719,0.004061222076416016,1.0134429931640625,1.687471866607666,-0.4207181930541992,-2.585747718811035,0.22958342730998993,6.867114543914795,0.22338701784610748
260,0.0,0.010088920593261719,0.0018639564514160156,1.0092926025390625,1.6264023780822754,-0.13064193725585938,-2.707885265350342,0.10580814629793167,6.875246524810791,0.22886908054351807
265,0.0,0.005938529968261719,0.0025963783264160156,1.0080718994140625,1.6264023780822754,0.052564144134521484,-2.845289707183838,0.14756746590137482,6.883378505706787,0.23514343798160553
270,0.0,0.011065483093261719,-0.0010657310485839844,1.0085601806640625,1.3363261222839355,-0.1917104721069336,-2.707885265350342,-0.060539960861206055,6.890059947967529,0.2356339693069458
275,0.0,0.007891654968261719,0.0011315345764160156,1.0063629150390625,1.5653338432312012,0.06783151626586914,-2.4941446781158447,0.06442023813724518,6.897886753082275,0.23984549939632416
280,0.0,0.010088920593261719,-0.0005774497985839844,1.0044097900390625,1.9470133781433105,0.03729724884033203,-2.7231523990631104,-0.03293851017951965,6.90762186050415,0.24395301938056946
285,0.0,0.009356498718261719,-0.0017981529235839844,1.0090484619140625,1.4889979362487793,0.022029876708984375,-3.0437631607055664,-0.10209820419549942,6.915066719055176,0.24444922804832458
290,0.0,0.008379936218261719,-0.004483699798583984,0.9961090087890625,1.5195326805114746,-0.23751211166381836,-2.6162822246551514,-0.25788968801498413,6.922664165496826,0.24215131998062134
295,0.0,0.010088920593261719,0.0006432533264160156,1.0058746337890625,1.687471866607666,-0.08484029769897461,-2.5399463176727295,0.03663860261440277,6.931101322174072,0.24648869037628174
300,0.0,0.007403373718261719,0.0011315345764160156,1.0090484619140625,1.5500664710998535,-0.26804637908935547,-2.372007369995117,0.06424903124570847,6.938851833343506,0.25064244866371155
305,0.0,0.011065483093261719,-0.0025305747985839844,1.0124664306640625,1.5195326805114746,-0.3291149139404297,-2.63154935836792,-0.14319713413715363,6.946449279785156,0.25073084235191345
310,0.0,0.010333061218261719,-0.0013098716735839844,1.0092926025390625,1.4737305641174316,0.052564144134521484,-2.1429996490478516,-0.07435519248247147,6.953817844390869,0.2519524395465851
315,0.0,0.012530326843261719,0.0011315345764160156,1.0097808837890625,1.4126620292663574,0.006762981414794922,-2.6468164920806885,0.06419920921325684,6.960881233215332,0.2554541528224945
