Time,Roll_angle,Acc_low_X,Acc_low_Y,Acc_low_Z,Gyro_low_X,Gyro_low_Y,Gyro_low_Z,Acc_Roll,Gyro_Roll,Kalman_Roll
195771,0.0,0.009112358093261719,0.037450630217790604,0.9928111433982849,1.1378531455993652,-0.3291149139404297,-2.63154935836792,2.1601850986480713,113.8369369506836,2.3558061122894287
195776,0.0,0.007891654968261719,0.03988827019929886,0.9961855411529541,1.3821282386779785,-0.08484029769897461,-2.3262059688568115,2.29288387298584,113.8393783569336,2.357503652572632
195781,0.0,0.009356498718261719,0.03671933710575104,0.9896777868270874,1.321058750152588,-0.17644309997558594,-2.906358480453491,2.1247365474700928,113.84171295166016,2.3571524620056152
195786,0.0,0.007891654968261719,0.03598804771900177,0.9805186986923218,1.0157160758972168,-0.466519832611084,-2.2956714630126953,2.101919412612915,113.84351348876953,2.3560104370117188
195791,0.0,0.008624076843261719,0.035256754606962204,0.9940162897109985,1.321058750152588,-0.4207181930541992,-2.5399463176727295,2.0312955379486084,113.8458480834961,2.3546078205108643
195796,0.0,0.007891654968261719,0.03915697708725929,0.9887136220932007,1.4584641456604004,-0.4970541000366211,-2.6773509979248047,2.2678825855255127,113.84842681884766,2.3561668395996094
195801,0.0,0.009356498718261719,0.03403793275356293,0.9877495169639587,1.5195326805114746,-0.4970541000366211,-2.3567402362823486,1.9735480546951294,113.85111236572266,2.3544492721557617
195806,0.0,0.007403373718261719,0.03671933710575104,0.9944983124732971,1.2599902153015137,-0.2985806465148926,-2.63154935836792,2.114482879638672,113.85334014892578,2.3539090156555176
195811,0.0,0.008868217468261719,0.03550051897764206,0.9911239147186279,1.3821282386779785,-0.3901839256286621,-2.662083625793457,2.0512866973876953,113.85578155517578,2.3528659343719482
195816,0.0,0.012286186218261719,0.037450630217790604,0.9930521845817566,1.5958685874938965,-0.1917104721069336,-2.555213451385498,2.1595871448516846,113.85860443115234,2.3534467220306396
195821,0.0,0.010577201843261719,0.03720686584711075,0.9932931661605835,1.3057923316955566,-0.17644309997558594,-2.448343276977539,2.145066022872925,113.86091613769531,2.3533477783203125
195826,0.0,0.011065483093261719,0.040619563311338425,0.9973906874656677,1.3821282386779785,-0.039038658142089844,-2.448343276977539,2.3319859504699707,113.86335754394531,2.355520486831665
195831,0.0,0.009112358093261719,0.037450630217790604,0.9896777868270874,1.4431967735290527,-0.1917104721069336,-2.9216256141662598,2.1670172214508057,113.86591339111328,2.355888843536377
195836,0.0,0.009356498718261719,0.03988827019929886,0.9973906874656677,1.5958685874938965,-0.16117620468139648,-2.707885265350342,2.2900874614715576,113.86873626708984,2.3579273223876953
195841,0.0,0.012286186218261719,0.03476922586560249,0.9877495169639587,1.2294564247131348,-0.43598508834838867,-2.6773509979248047,2.0158488750457764,113.87091064453125,2.356165885925293
195846,0.0,0.009356498718261719,0.03403793275356293,0.9884726405143738,1.290524959564209,-0.37491655349731445,-2.63154935836792,1.9721055030822754,113.8731918334961,2.354031562805176
195851,0.0,0.008624076843261719,0.037938158959150314,0.9906418919563293,1.3821282386779785,-0.008504390716552734,-2.6773509979248047,2.19307541847229,113.8756332397461,2.3546082973480225
195856,0.0,0.010821342468261719,0.03769439458847046,0.997149646282196,1.6722044944763184,-0.3596491813659668,-2.63154935836792,2.1647450923919678,113.87859344482422,2.3553619384765625
195861,0.0,0.009112358093261719,0.03379416838288307,0.982928991317749,1.4584641456604004,-0.3596491813659668,-2.6773509979248047,1.9690310955047607,113.88117218017578,2.3534953594207764
195866,0.0,0.006426811218261719,0.035744283348321915,0.9882315993309021,1.3515934944152832,-0.20697784423828125,-2.555213451385498,2.0714385509490967,113.88356018066406,2.3526339530944824
195871,0.0,0.009844779968261719,0.03866945207118988,0.990159809589386,1.10731840133667,-0.1917104721069336,-2.906358480453491,2.23636794090271,113.8855209350586,2.353240966796875
195876,0.0,0.010088920593261719,0.03671933710575104,0.9923290610313416,1.4889979362487793,-0.3901839256286621,-2.417809009552002,2.1190500259399414,113.88815307617188,2.3531670570373535
195881,0.0,0.007647514343261719,0.03720686584711075,0.9935342073440552,1.3363261222839355,-0.13064193725585938,-2.417809009552002,2.144604206085205,113.89051818847656,2.353119134902954
195886,0.0,0.007891654968261719,0.040132034569978714,0.9911239147186279,1.4889979362487793,-0.26804637908935547,-2.585747718811035,2.31864857673645,113.89315032958984,2.3553290367126465
195891,0.0,0.013018608093261719,0.03720686584711075,0.9896777868270874,1.427929401397705,-0.13064193725585938,-2.7536866664886475,2.1528306007385254,113.89567565917969,2.355510711669922
195896,0.0,0.007159233093261719,0.03550051897764206,0.991847038269043,1.2294564247131348,-0.06957292556762695,-2.707885265350342,2.049821138381958,113.8978500366211,2.3541653156280518
195901,0.0,0.009844779968261719,0.040619563311338425,0.9879905581474304,1.076784610748291,0.09836578369140625,-2.7994883060455322,2.3541765213012695,113.8997573852539,2.356048583984375
195906,0.0,0.012774467468261719,0.03647557273507118,0.990159809589386,1.4889979362487793,-0.2527790069580078,-2.5094120502471924,2.1095364093780518,113.90238952636719,2.3558337688446045
195911,0.0,0.005450248718261719,0.035256754606962204,0.9889546632766724,1.5195326805114746,0.006762981414794922,-2.5094120502471924,2.041728973388672,113.90507507324219,2.3548996448516846
195916,0.0,0.006426811218261719,0.036231812089681625,0.9875085353851318,1.5195326805114746,-0.23751211166381836,-2.5094120502471924,2.1012022495269775,113.90776062011719,2.354656219482422
195921,0.0,0.010821342468261719,0.036231812089681625,0.9964265823364258,1.6111359596252441,-0.20697784423828125,-2.4636104106903076,2.082334518432617,113.91061401367188,2.3543598651885986
195926,0.0,0.006915092468261719,0.040619563311338425,0.9875085353851318,1.3057923316955566,-0.2985806465148926,-2.5399463176727295,2.3553836345672607,113.91292572021484,2.3566551208496094
195931,0.0,0.005450248718261719,0.03696310147643089,0.9925701022148132,1.427929401397705,0.18996906280517578,-2.5704805850982666,2.1326651573181152,113.91545104980469,2.35659122467041
195936,0.0,0.010577201843261719,0.037938158959150314,0.9923290610313416,1.4431967735290527,-0.08484029769897461,-2.6773509979248047,2.1893091201782227,113.91800689697266,2.3572022914886475
