Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Euler_X,Euler_Y,Euler_Z
5,-29.82436180114746,31.16248321533203,0.0,25.5670223236084,-26.67633628845215,17.00946617126465,-27.338529586791992,28.566818237304688,0.0
10,-29.84569549560547,31.15705108642578,0.0,25.605342864990234,-26.714275360107422,17.034351348876953,-28.54376792907715,29.81283187866211,0.0
15,-29.804080963134766,31.215478897094727,0.0,25.64366340637207,-26.752748489379883,17.059465408325195,-28.931682586669922,30.247360229492188,0.0
20,-29.818723678588867,31.16860008239746,0.0,25.68244171142578,-26.787405014038086,17.08641242980957,-29.121707916259766,30.44894027709961,0.0
25,-29.86594009399414,31.235254287719727,0.0,25.71816635131836,-26.827098846435547,17.110610961914062,-29.240564346313477,30.572954177856445,0.0
30,-29.859704971313477,31.202550888061523,0.0,25.754348754882812,-26.864198684692383,17.135038375854492,-29.31279945373535,30.64615249633789,0.0
35,-29.81957244873047,31.23858642578125,0.0,25.79183006286621,-26.901451110839844,17.159160614013672,-29.352596282958984,30.698307037353516,0.0
40,-29.869707107543945,31.18930435180664,0.0,25.82671546936035,-26.939313888549805,17.1841983795166,-29.386362075805664,30.72621726989746,0.0
45,-29.81583023071289,31.200328826904297,0.0,25.8651123046875,-26.976795196533203,17.20648765563965,-29.39973258972168,30.745342254638672,0.0
50,-29.777870178222656,31.138254165649414,0.0,25.902135848999023,-27.015268325805664,17.229389190673828,-29.404083251953125,30.749860763549805,0.0
55,-29.779834747314453,31.18643569946289,0.0,25.939998626708984,-27.052749633789062,17.25328254699707,-29.40372085571289,30.755359649658203,0.0
60,-29.84545135498047,31.21167755126953,0.0,25.977632522583008,-27.090307235717773,17.278244018554688,-29.40595245361328,30.758874893188477,0.0
65,-29.87685775756836,31.187334060668945,0.0,26.014427185058594,-27.128246307373047,17.302976608276367,-29.408157348632812,30.756763458251953,0.0
70,-29.853458404541016,31.16985511779785,0.0,26.050304412841797,-27.165803909301758,17.32778549194336,-29.40662384033203,30.751371383666992,0.0
75,-29.892271041870117,31.2028865814209,0.0,26.08824348449707,-27.20404815673828,17.355419158935547,-29.403587341308594,30.74577522277832,0.0
80,-29.818384170532227,31.161029815673828,0.0,26.125343322753906,-27.24122428894043,17.3793888092041,-29.394746780395508,30.73689079284668,0.0
85,-29.791748046875,31.16449737548828,0.0,26.16389274597168,-27.276643753051758,17.40442657470703,-29.381847381591797,30.728740692138672,0.0
90,-29.85980224609375,31.20449447631836,0.0,26.200916290283203,-27.31336212158203,17.4296932220459,-29.373485565185547,30.720544815063477,0.0
95,-29.796171188354492,31.194650650024414,0.0,26.236793518066406,-27.350614547729492,17.455341339111328,-29.36180305480957,30.71027183532715,0.0
100,-29.816354751586914,31.204269409179688,0.0,26.272823333740234,-27.388324737548828,17.48076057434082,-29.350379943847656,30.699230194091797,0.0
105,-29.873125076293945,31.189544677734375,0.0,26.307785034179688,-27.425806045532227,17.505874633789062,-29.342077255249023,30.686979293823242,0.0
111,-29.884361267089844,31.165678024291992,0.0,26.345266342163086,-27.462905883789062,17.531675338745117,-29.331069946289062,30.673431396484375,0.0
116,-29.811594009399414,31.18136215209961,0.0,26.390060424804688,-27.50797462463379,17.562271118164062,-29.309246063232422,30.652544021606445,0.0
