Time,Acc_low_X,Acc_low_Y,Acc_low_Z,Gyro_low_X,Gyro_low_Y,Gyro_low_Z,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Euler_X,Euler_Y,Euler_Z
0,-2.914794921875,-1.822998046875,-4.937744140625,7.267175674438477,-7.343511581420898,5.068702220916748,-17.63726234436035,28.976499557495117,0.0,30.289588928222656,-30.607757568359375,21.126352310180664,-16.134096145629883,27.107717514038086,0.0
5,-2.917724609375,-1.82275390625,-4.939697265625,7.312977313995361,-7.312977313995361,4.85496187210083,-17.62590217590332,28.992835998535156,0.0,30.326154708862305,-30.644323348999023,21.15062713623047,-16.849557876586914,28.016708374023438,0.0
10,-2.91455078125,-1.821044921875,-4.9326171875,7.251908302307129,-7.251908302307129,4.931297779083252,-17.63262939453125,28.999794006347656,0.0,30.36241340637207,-30.68058204650879,21.175283432006836,-17.083513259887695,28.31662940979004,0.0
15,-2.918212890625,-1.822509765625,-4.939208984375,7.816793918609619,-7.664122104644775,4.809160232543945,-17.624181747436523,28.99940299987793,0.0,30.40149688720703,-30.718902587890625,21.199329376220703,-17.1882266998291,28.457162857055664,0.0
20,-2.917724609375,-1.824951171875,-4.945556640625,7.526717662811279,-7.251908302307129,5.114503860473633,-17.63128662109375,28.963991165161133,0.0,30.439130783081055,-30.75516128540039,21.22490119934082,-17.246139526367188,28.528852462768555,0.0
25,-2.911865234375,-1.824951171875,-4.946533203125,7.297709941864014,-7.648854732513428,4.916030406951904,-17.637434005737305,28.91100311279297,0.0,30.47562026977539,-30.793405532836914,21.249481201171875,-17.280593872070312,28.560327529907227,0.0
30,-2.9169921875,-1.823974609375,-4.9365234375,7.603053569793701,-7.450381755828857,5.007633686065674,-17.645933151245117,28.998525619506836,0.0,30.513635635375977,-30.830657958984375,21.274518966674805,-17.299968719482422,28.590723037719727,0.0
36,-2.91357421875,-1.818603515625,-4.935791015625,7.648854732513428,-7.541984558105469,4.839694499969482,-17.60400390625,28.981801986694336,0.0,30.5518798828125,-30.86836814880371,21.298717498779297,-17.304370880126953,28.60643768310547,0.0
41,-2.915283203125,-1.825927734375,-4.945068359375,7.557251930236816,-7.129770755767822,5.053435325622559,-17.644922256469727,28.94422721862793,0.0,30.59722328186035,-30.91114616394043,21.329038619995117,-17.301799774169922,28.60584259033203,0.0
46,-2.9111328125,-1.81982421875,-4.939208984375,7.282442569732666,-7.282442569732666,4.58015251159668,-17.610179901123047,28.94470977783203,0.0,30.633634567260742,-30.94755744934082,21.351940155029297,-17.2998046875,28.606889724731445,0.0
51,-2.913330078125,-1.8203125,-4.941650390625,7.5877861976623535,-7.083969593048096,4.748091697692871,-17.60533905029297,28.951679229736328,0.0,30.671573638916016,-30.98297691345215,21.375680923461914,-17.29305076599121,28.60599136352539,0.0
56,-2.91455078125,-1.824462890625,-4.94775390625,7.389312744140625,-7.3740458488464355,5.022900581359863,-17.62605094909668,28.928871154785156,0.0,30.708520889282227,-31.019847869873047,21.400794982910156,-17.286911010742188,28.599079132080078,0.0
61,-2.91162109375,-1.824462890625,-4.9384765625,7.770992279052734,-7.129770755767822,4.595419883728027,-17.653390884399414,28.94454574584961,0.0,30.74737548828125,-31.055496215820312,21.42377281188965,-17.27923011779785,28.592742919921875,0.0
66,-2.916259765625,-1.82470703125,-4.94287109375,7.267175674438477,-7.43511438369751,4.748091697692871,-17.637882232666016,28.963794708251953,0.0,30.783710479736328,-31.09267234802246,21.447513580322266,-17.271120071411133,28.58473777770996,0.0
71,-2.91552734375,-1.82373046875,-4.94482421875,7.648854732513428,-7.129770755767822,4.916030406951904,-17.625253677368164,28.950815200805664,0.0,30.82195472717285,-31.128320693969727,21.47209358215332,-17.25905990600586,28.575897216796875,0.0
76,-2.91259765625,-1.822998046875,-4.9443359375,7.4809160232543945,-7.450381755828857,4.916030406951904,-17.624109268188477,28.929697036743164,0.0,30.859359741210938,-31.165573120117188,21.496673583984375,-17.24684715270996,28.563121795654297,0.0
