Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z
1586,-2.956298828,-2.844726563,-5.944091797,479,-467,317
1591,-2.957519531,-2.847900391,-5.948242188,486,-471,322
1596,-2.959228516,-2.845214844,-5.942382813,481,-481,327
1601,-2.960449219,-2.843994141,-5.948242188,491,-469,326
1606,-2.960205078,-2.844726563,-5.951171875,474,-489,318
1611,-2.957519531,-2.848144531,-5.947998047,491,-488,314
1616,-2.959228516,-2.844482422,-5.945556641,477,-471,306
1622,-2.952636719,-2.841552734,-5.943115234,477,-487,324
1627,-2.954345703,-2.847900391,-5.948974609,510,-492,315
1632,-2.959472656,-2.847167969,-5.948486328,480,-523,322
1637,-2.958984375,-2.840332031,-5.938720703,507,-469,333
1642,-2.955322266,-2.842529297,-5.946533203,501,-494,307
1647,-2.954589844,-2.849365234,-5.948242188,497,-474,307
1652,-2.959228516,-2.843505859,-5.949707031,505,-482,336
1657,-2.954589844,-2.843261719,-5.946777344,517,-483,317
1662,-2.958496094,-2.845703125,-5.953369141,495,-483,312
1667,-2.957275391,-2.843505859,-5.9453125,483,-483,305
1672,-2.959472656,-2.845947266,-5.9453125,492,-476,316
1677,-2.954833984,-2.844238281,-5.946044922,488,-479,305
1682,-2.958984375,-2.844726563,-5.9453125,477,-476,328
1687,-2.958496094,-2.842041016,-5.94140625,480,-496,328
1692,-2.958251953,-2.850585938,-5.945556641,506,-466,304
1697,-2.958251953,-2.844726563,-5.949951172,509,-466,297
1702,-2.955322266,-2.849121094,-5.949462891,498,-510,285
1707,-2.962402344,-2.846191406,-5.9453125,484,-498,316
1712,-2.955078125,-2.842529297,-5.952148438,498,-479,326
1717,-2.959472656,-2.844970703,-5.949462891,483,-488,331
1722,-2.956054688,-2.846435547,-5.943603516,487,-515,320
1727,-2.958496094,-2.841796875,-5.947998047,493,-490,304
1732,-2.955566406,-2.845947266,-5.943603516,497,-498,359
1737,-2.957519531,-2.848632813,-5.944335938,482,-496,316
1742,-2.958740234,-2.844238281,-5.945068359,501,-479,316
1747,-2.960449219,-2.845458984,-5.946533203,511,-482,334
1752,-2.958251953,-2.845947266,-5.946533203,493,-496,316
1758,-2.957519531,-2.843505859,-5.948242188,493,-504,304
1763,-2.956542969,-2.843017578,-5.954345703,500,-475,314
1768,-2.963623047,-2.845703125,-5.953125,489,-479,325
1773,-2.957763672,-2.848632813,-5.948730469,503,-485,332
1778,-2.956787109,-2.846435547,-5.943115234,494,-497,305
1783,-2.960693359,-2.840087891,-5.942138672,495,-504,330
1788,-2.959960938,-2.848144531,-5.947753906,501,-468,334
1793,-2.955810547,-2.845947266,-5.94921875,486,-489,313
1798,-2.960205078,-2.842285156,-5.946044922,507,-497,317
1803,-2.957519531,-2.845458984,-5.946777344,497,-479,312
1808,-2.956787109,-2.847900391,-5.947021484,497,-488,315
1813,-2.955322266,-2.846679688,-5.950439453,517,-466,322
1818,-2.958984375,-2.844970703,-5.946289063,504,-491,318
1823,-2.956542969,-2.842529297,-5.941894531,493,-478,307
1828,-2.955566406,-2.846679688,-5.946044922,509,-483,289
1833,-2.959472656,-2.841064453,-5.947021484,487,-493,325
1838,-2.959472656,-2.843505859,-5.948242188,496,-495,314
1843,-2.957763672,-2.844238281,-5.946289063,501,-480,331
1848,-2.957763672,-2.840820313,-5.947509766,505,-481,328
1853,-2.958251953,-2.844970703,-5.941894531,476,-455,341
1858,-2.957763672,-2.847412109,-5.948974609,476,-491,311
1863,-2.959960938,-2.850341797,-5.950195313,513,-480,338
1868,-2.959960938,-2.846923828,-5.943847656,491,-486,298
1873,-2.958007813,-2.845947266,-5.942138672,490,-498,300
1878,-2.956787109,-2.845214844,-5.949462891,489,-484,308
1883,-2.958984375,-2.845703125,-5.941894531,475,-515,326
1888,-2.957763672,-2.846435547,-5.941650391,498,-494,318
1893,-2.95703125,-2.847167969,-5.950683594,500,-507,316
1899,-2.961669922,-2.846191406,-5.942871094,487,-467,311
1904,-2.955810547,-2.844238281,-5.949951172,519,-457,295
1909,-2.958496094,-2.844238281,-5.947021484,514,-474,334
1914,-2.960449219,-2.844238281,-5.950439453,505,-484,326
1919,-2.959228516,-2.847900391,-5.944091797,480,-497,309
1924,-2.958007813,-2.845458984,-5.953125,500,-480,320
1929,-2.95703125,-2.847900391,-5.947265625,514,-499,346
1934,-2.956787109,-2.844726563,-5.946533203,470,-503,324
1939,-2.959716797,-2.845214844,-5.944580078,484,-520,329
1944,-2.958740234,-2.843505859,-5.943847656,486,-486,309
1949,-2.960693359,-2.845947266,-5.947021484,502,-478,318
1954,-2.958496094,-2.843994141,-5.944824219,475,-481,302
1959,-2.957275391,-2.845703125,-5.954833984,493,-474,310
1964,-2.958251953,-2.844238281,-5.950439453,501,-492,297
1969,-2.957763672,-2.844970703,-5.950927734,489,-493,319
1974,-2.957275391,-2.843994141,-5.950195313,477,-496,326
1979,-2.954833984,-2.844970703,-5.947021484,479,-499,319
1984,-2.956298828,-2.843505859,-5.946289063,470,-486,318
1989,-2.954345703,-2.840820313,-5.947021484,489,-491,305
1994,-2.959960938,-2.842773438,-5.946777344,468,-473,321
1999,-2.960205078,-2.844238281,-5.950927734,498,-509,330
2004,-2.959228516,-2.845214844,-5.949707031,501,-489,308
2009,-2.956054688,-2.841552734,-5.945800781,488,-471,302
2014,-2.960449219,-2.841552734,-5.946777344,505,-489,325
2019,-2.958251953,-2.844970703,-5.949707031,501,-509,306
2024,-2.960449219,-2.844238281,-5.948486328,506,-489,300
2029,-2.954345703,-2.847900391,-5.943847656,495,-494,317
2035,-2.957275391,-2.845458984,-5.944580078,469,-489,326
2040,-2.958984375,-2.844970703,-5.951660156,491,-495,336
2045,-2.953125,-2.844970703,-5.942138672,485,-502,328
2050,-2.956542969,-2.844726563,-5.940429688,477,-475,302
2055,-2.959472656,-2.849365234,-5.946777344,499,-496,315
2060,-2.956787109,-2.850341797,-5.953125,496,-485,309
2065,-2.958007813,-2.844970703,-5.951171875,507,-490,317
2070,-2.956787109,-2.84765625,-5.949462891,501,-505,311
2075,-2.960205078,-2.842285156,-5.945068359,477,-499,328
2080,-2.958251953,-2.844726563,-5.949951172,487,-475,326
