Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z
1522,-1.929931641,-2.843017578,-4.942871094,463,-499,343
1527,-1.932373047,-2.843505859,-4.940429688,473,-477,323
1532,-1.932861328,-2.843261719,-4.940673828,479,-486,365
1537,-1.9296875,-2.840332031,-4.937744141,492,-500,320
1542,-1.929443359,-2.840820313,-4.938232422,461,-472,333
1547,-1.9296875,-2.839599609,-4.942382813,465,-497,334
1552,-1.928955078,-2.844726563,-4.941650391,473,-497,335
1557,-1.931640625,-2.840576172,-4.936767578,486,-491,317
1562,-1.932128906,-2.842773438,-4.937255859,494,-505,347
1567,-1.933105469,-2.840087891,-4.931884766,482,-472,336
1572,-1.928222656,-2.841064453,-4.9453125,484,-489,335
1577,-1.932617188,-2.841064453,-4.940673828,477,-505,341
1582,-1.930664063,-2.839355469,-4.939697266,476,-486,335
1587,-1.932373047,-2.842773438,-4.937744141,488,-493,368
1592,-1.932128906,-2.841308594,-4.942626953,473,-492,347
1597,-1.931152344,-2.843261719,-4.941162109,485,-474,346
1602,-1.933105469,-2.841552734,-4.937744141,496,-496,342
1607,-1.930908203,-2.84375,-4.944335938,468,-503,346
1612,-1.926269531,-2.842285156,-4.943603516,470,-461,333
1617,-1.93359375,-2.843261719,-4.941650391,482,-475,360
1622,-1.929931641,-2.842529297,-4.938476563,474,-484,320
1627,-1.929931641,-2.842285156,-4.942138672,490,-495,324
1632,-1.934570313,-2.841796875,-4.939208984,470,-498,350
1637,-1.929199219,-2.841308594,-4.934082031,479,-492,343
1642,-1.928466797,-2.844726563,-4.934082031,494,-495,335
1647,-1.9296875,-2.839599609,-4.939453125,491,-497,318
1653,-1.934082031,-2.840576172,-4.954101563,483,-502,356
1658,-1.93359375,-2.842041016,-4.938476563,485,-501,333
1663,-1.933837891,-2.843261719,-4.946289063,469,-487,352
1668,-1.934082031,-2.843017578,-4.934326172,465,-489,350
1673,-1.928222656,-2.844726563,-4.940429688,485,-471,323
1678,-1.929931641,-2.843505859,-4.940429688,465,-493,344
1683,-1.928466797,-2.83984375,-4.940429688,490,-502,331
1688,-1.931152344,-2.840576172,-4.940429688,477,-500,342
1693,-1.932617188,-2.840820313,-4.9375,481,-486,345
1698,-1.933349609,-2.841064453,-4.936279297,468,-482,325
1703,-1.934570313,-2.844238281,-4.946044922,497,-503,354
1708,-1.932861328,-2.839111328,-4.945800781,492,-486,312
1713,-1.927001953,-2.839599609,-4.935302734,461,-512,318
1718,-1.929931641,-2.839111328,-4.944091797,485,-501,341
1723,-1.933349609,-2.840820313,-4.943603516,474,-465,341
1728,-1.923828125,-2.838378906,-4.936767578,459,-497,317
1733,-1.927001953,-2.843017578,-4.938476563,484,-523,349
1738,-1.933349609,-2.844238281,-4.942138672,482,-510,334
1743,-1.927978516,-2.840332031,-4.950683594,480,-503,336
1748,-1.929931641,-2.842773438,-4.939208984,487,-488,352
1753,-1.929931641,-2.841796875,-4.944335938,475,-499,335
1758,-1.929199219,-2.841308594,-4.939941406,481,-513,338
1763,-1.930419922,-2.844970703,-4.945068359,478,-509,356
1768,-1.932373047,-2.843261719,-4.934570313,466,-501,339
1773,-1.926269531,-2.839599609,-4.937744141,470,-496,331
1778,-1.929443359,-2.839111328,-4.943847656,478,-506,355
1783,-1.932861328,-2.846435547,-4.937988281,473,-507,355
1789,-1.9296875,-2.844238281,-4.944335938,457,-499,321
1794,-1.929443359,-2.842285156,-4.940673828,501,-519,329
1799,-1.932128906,-2.841064453,-4.940185547,461,-481,309
1804,-1.932861328,-2.841308594,-4.941894531,488,-480,335
1809,-1.931152344,-2.844970703,-4.936767578,477,-499,327
1814,-1.932128906,-2.83984375,-4.941162109,475,-449,331
1819,-1.929931641,-2.837158203,-4.942871094,495,-508,319
1824,-1.933837891,-2.843505859,-4.940429688,490,-499,334
1829,-1.931396484,-2.843505859,-4.936523438,465,-490,333
1834,-1.9296875,-2.843994141,-4.940673828,461,-506,333
1839,-1.929931641,-2.843505859,-4.940673828,486,-497,341
1844,-1.934326172,-2.841308594,-4.94140625,482,-496,344
1849,-1.929443359,-2.843994141,-4.935791016,477,-490,333
1854,-1.933349609,-2.838867188,-4.939941406,470,-494,338
1859,-1.930419922,-2.838378906,-4.942871094,479,-484,326
1864,-1.930664063,-2.843017578,-4.937255859,485,-481,340
1869,-1.930419922,-2.83984375,-4.939453125,487,-464,358
1874,-1.931152344,-2.845703125,-4.939697266,471,-487,321
1879,-1.927001953,-2.842773438,-4.939941406,480,-500,340
1884,-1.929931641,-2.841308594,-4.940429688,481,-478,328
1889,-1.930419922,-2.840332031,-4.941650391,480,-494,313
1894,-1.933349609,-2.841796875,-4.940917969,470,-490,337
1899,-1.934082031,-2.842285156,-4.938476563,464,-484,335
