Acc_low_X_mean,Acc_low_X_variance,Acc_low_X_max,Acc_low_X_min,Acc_low_X_slope,Acc_low_X_intercept,Acc_low_Y_mean,Acc_low_Y_variance,Acc_low_Y_max,Acc_low_Y_min,Acc_low_Y_slope,Acc_low_Y_intercept,Acc_low_Z_mean,Acc_low_Z_variance,Acc_low_Z_max,Acc_low_Z_min,Acc_low_Z_slope,Acc_low_Z_intercept,Gyro_low_X_mean,Gyro_low_X_variance,Gyro_low_X_max,Gyro_low_X_min,Gyro_low_X_slope,Gyro_low_X_intercept,Gyro_low_Y_mean,Gyro_low_Y_variance,Gyro_low_Y_max,Gyro_low_Y_min,Gyro_low_Y_slope,Gyro_low_Y_intercept,Gyro_low_Z_mean,Gyro_low_Z_variance,Gyro_low_Z_max,Gyro_low_Z_min,Gyro_low_Z_slope,Gyro_low_Z_intercept,Acc_X_mean,Acc_X_variance,Acc_X_max,Acc_X_min,Acc_X_slope,Acc_X_intercept,Acc_Y_mean,Acc_Y_variance,Acc_Y_max,Acc_Y_min,Acc_Y_slope,Acc_Y_intercept,Acc_Z_mean,Acc_Z_variance,Acc_Z_max,Acc_Z_min,Acc_Z_slope,Acc_Z_intercept,Gyro_X_mean,Gyro_X_variance,Gyro_X_max,Gyro_X_min,Gyro_X_slope,Gyro_X_intercept,Gyro_Y_mean,Gyro_Y_variance,Gyro_Y_max,Gyro_Y_min,Gyro_Y_slope,Gyro_Y_intercept,Gyro_Z_mean,Gyro_Z_variance,Gyro_Z_max,Gyro_Z_min,Gyro_Z_slope,Gyro_Z_intercept,Euler_X_mean,Euler_X_variance,Euler_X_max,Euler_X_min,Euler_X_slope,Euler_X_intercept,Euler_Y_mean,Euler_Y_variance,Euler_Y_max,Euler_Y_min,Euler_Y_slope,Euler_Y_intercept,Euler_Z_mean,Euler_Z_variance,Euler_Z_max,Euler_Z_min,Euler_Z_slope,Euler_Z_intercept
-0.0032118810017903333,6.145887780586889e-06,0.005737622578938843,-0.011392911275227804,-1.0657432457686441e-09,-0.0031984708640709855,0.003870627721150731,5.149877551794003e-06,0.01285545031229654,-0.004315773646036739,-1.5005417167098944e-09,0.0038895071793752394,-0.004430632527669305,1.4498275090058604e-05,0.009541193644205692,-0.0184535980224609,-6.5838968807649635e-09,-0.004347792409977532,-0.0021069694836934444,0.030715964572102905,0.6904532114664713,-0.6072565714518229,5.557101008795204e-07,-0.009099102628074436,-0.05664111223220825,0.03989402902451532,0.6905797322591146,-0.8285042444864908,-1.298311650592137e-07,-0.05500746356496345,0.13852046933968862,0.04916263605826942,1.2499739329020183,-0.9281431833902994,-7.289531554030612e-07,0.1476924533782083,0.16979689983179305,0.02098750049361695,0.6998124676756561,-0.3454626351594925,-1.2128462896984374e-07,0.17132289548027332,0.35654437846184367,0.0239151195857156,0.8815587311983109,-0.21614731351534525,5.321073742328594e-07,0.34984920920745005,0.0,0.0,0.0,0.0,0.0,0.0,-0.9838314779499742,0.36691526845990946,-0.0798298915227255,-1.8289155587553978,-1.5786496391328952e-06,-0.9639799637107327,2.009491268628129,0.2359251876583814,2.7188093076304845,1.2873692313830059,-5.672849540600991e-05,2.7232786296233296,-3.2809846475303175,2.2666326393556964,-1.2519955237706502,-5.392587815721829,0.00013789638732046098,-5.016036937115059,0.16788632723510735,0.0007844548005936563,0.3530043140053749,-0.48435727087780833,4.3045362120478133e-07,0.16247009443376234,0.31603799291848955,0.0009023228132170307,0.9510680524011453,0.20933134108781815,3.228327767988585e-08,0.31563190754517034,0.0,0.0,0.0,0.0,0.0,0.0
